"[Code]|[Description]|[IndustryID]|[Name]|[OKVEDID]|[ParentCode]|[ParentOKVEDID]" 
80.10.3|Эта группировка включает: - дополнительное образование для детей в возрасте преимущественно от 6 до 18 лет, основными задачами которого является обеспечение необходимых условий для личностного развития, укрепления здоровья, профессионального самоопределения и творческого труда детей, осуществляемое: - во внешкольных учреждениях (детских музыкальных школах, художественных школах, школах искусств, домах детского творчества и др.) - в общеобразовательных учреждениях и образовательных учреждениях профессионального образования|36|Дополнительное образование детей|1773|80.10|1770
80.2|-|36|Основное общее, среднее (полное) общее, начальное и среднее профессиональное образование|1774|80|1768
80.21|Эта группировка не включает: - образование для взрослых, см. 80.42|36|Основное общее и среднее (полное) общее образование|1775|80.2|1774
80.21.1|Эта группировка включает: - основное общее школьное образование, являющееся базой для получения среднего (полного) общего образования, начального и среднего профессионального образования, связанное с обязательным посещением занятий в общеобразовательных учреждениях (школе, школе - интернате, лицее, гимназии и др.) - основное общее школьное образование, получаемое одновременно с начальным профессиональным образованием (средние музыкальные, хореографические, художественные школы, школы искусств и т.п.)|36|Основное общее образование|1776|80.21|1775
80.21.2|Эта группировка включает: - среднее (полное) общее образование, получаемое в общеобразовательных учреждениях (школе, школе - интернате, лицее, гимназии и др.), являющееся базой для среднего профессионального и высшего профессионального образования - среднее (полное) общее образование, получаемое одновременно с начальным профессиональным образованием (средние музыкальные, хореографические, художественные школы, школы искусств и т.п.)|36|Среднее (полное) общее образование|1777|80.21|1775
80.22|Эта группировка не включает: - профессиональное образование на уровне высшего учебного заведения, см. 80.30|36|Начальное и среднее профессиональное образование|1778|80.2|1774
80.22.1|Эта группировка включает: - начальное профессиональное образование, получаемое в профессиональных училищах, лицеях, учебно - курсовых комбинатах и других образовательных учреждениях данного уровня|36|Начальное профессиональное образование|1779|80.22|1778
80.22.2|-|36|Среднее профессиональное образование|1780|80.22|1778
80.22.21|Эта группировка включает: - техническое и другое профессиональное образование более низкой ступени, чем высшее профессиональное образование, получаемое, как правило, в образовательных учреждениях среднего профессионального образования (техникумах, колледжах, техникумах - предприятиях и др.). Среднее профессиональное образование имеет целью подготовку специалистов среднего звена на базе основного общего, среднего (полного) общего или начального профессионального образования. Как правило, в программах придается особое значение предметной специализации и обучению как теоретическим основам, так и практическим навыкам, обычно связанным с настоящим или будущим родом занятий|36|Обучение в образовательных учреждениях среднего профессионального образования|1781|80.22|1778
80.22.22|Эта группировка включает: - дополнительное образование (переподготовку, повышение квалификации и др.) для специалистов, имеющих среднее профессиональное образование, получаемое в институтах повышения квалификации, на курсах, в центрах профессиональной ориентации, в образовательных учреждениях профессионального образования и других образовательных учреждениях в связи с постоянным совершенствованием образовательных стандартов|36|Обучение в образовательных учреждениях дополнительного профессионального образования (повышения квалификации) для специалистов, имеющих среднее профессиональное образование|1782|80.22|1778
80.22.23|-|36|Обучение на подготовительных курсах для поступления в образовательные учреждения среднего профессионального образования|1783|80.22|1778
80.3|-|36|Высшее профессиональное образование|1784|80|1768
80.30|-|36|Высшее профессиональное образование|1785|80.3|1784
80.30.1|Эта группировка включает: - образование, обеспечивающее подготовку и переподготовку специалистов соответствующего уровня, удовлетворяющее потребности личности в углублении и расширении образования на базе среднего (полного) общего, среднего профессионального образования в образовательных учреждениях высшего профессионального образования (высших учебных заведениях): университетах, академиях, институтах. В Российской Федерации устанавливаются следующие ступени высшего профессионального образования, подтверждаемые присвоением лицу квалификации: "бакалавр", "дипломированный специалист", "магистр"|36|Обучение в образовательных учреждениях высшего профессионального образования (университетах, академиях, институтах и в др.)|1786|80.30|1785
80.30.2|Эта группировка включает: - послевузовское профессиональное образование, которое предоставляет возможность повышения уровня образования, научной, педагогической квалификации на базе высшего профессионального образования (аспирантуры, ординатуры, адъюнктуры и т.п.)|36|Послевузовское профессиональное образование|1787|80.30|1785
80.30.3|Эта группировка включает: - дополнительное образование для специалистов, имеющих высшее профессиональное образование, получаемое в институтах повышения квалификации, высших учебных заведениях, на курсах, в центрах профессиональной ориентации и др. в связи с постоянным совершенствованием образовательных стандартов|36|Обучение в образовательных учреждениях дополнительного профессионального образования (повышения квалификации) для специалистов, имеющих высшее профессиональное образование|1788|80.30|1785
80.30.4|-|36|Обучение на подготовительных курсах для поступления в учебные заведения высшего профессионального образования|1789|80.30|1785
80.4|-|36|Образование для взрослых и прочие виды образования|1790|80|1768
80.41|Эта группировка включает: - обучение для получения водительских удостоверений, летных сертификатов, навигационных лицензий и т.п. - деятельность школ повышения квалификации (учебно - тренировочных центров) для пилотов коммерческих авиалиний|36|Обучение водителей транспортных средств|1791|80.4|1790
80.41.1|-|36|Обучение водителей автотранспортных средств|1792|80.41|1791
80.41.2|-|36|Обучение летного и мореходного персонала|1793|80.41|1791
80.42|Эта группировка включает: - образование для взрослых, которые не обучаются в системе регулярного общего образования или высшего профессионального образования. Обучение может проводиться на дневных или на вечерних занятиях в школах или в специальных заведениях для взрослых. В программы обучения могут включаться как общеобразовательные, так и специальные предметы, например компьютерное образование для взрослых - дополнительное образование в целях всестороннего удовлетворения образовательных потребностей граждан, общества, государства, осуществляемое в образовательных учреждениях дополнительного образования, а также посредством индивидуальной педагогической деятельности - все виды обучения по радио, телевидению, компьютерным сетям и т.п. Эта группировка не включает: - высшее профессиональное образование, см. 80.30 - деятельность школ танцев, см. 92.34.2 - тренировочную деятельность в области спорта и игр, см. 92.62|36|Образование для взрослых и прочие виды образования, не включенные в другие группировки|1794|80.4|1790
РАЗДЕЛ N|-||ЗДРАВООХРАНЕНИЕ И ПРЕДОСТАВЛЕНИЕ СОЦИАЛЬНЫХ УСЛУГ|1795||
85|-||Здравоохранение и предоставление социальных услуг|1796|РАЗДЕЛ Q|1874
85.1|-|36|Деятельность в области здравоохранения|1797|85|1796
85.11|-|36|Деятельность лечебных учреждений|1798|85.1|1797
85.11.1|Эта группировка включает: - медицинскую деятельность, включая хирургическую, диагностическую, терапевтическую (лечение, проведение операций, анализов и других диагностических процедур, оказание помощи в экстренных случаях и т.п.), осуществляемую больницами широкого профиля и специализированными больницами, родильными домами, психиатрическими больницами, реабилитационными центрами, лепрозориями и другими медицинскими лечебными учреждениями, имеющими условия для стационарного пребывания пациентов, а также военными госпиталями и тюремными больницами. Деятельность направлена на лечение стационарных больных и осуществляется под непосредственным наблюдением врачей - обеспечение условий пребывания в больничных учреждениях (проживания, питания и т.п.) Эта группировка не включает: - медицинское обслуживание личного состава вооруженных сил в полевых условиях, см. 75.22 - услуги частных медицинских консультантов, предоставляемые стационарным пациентам, см. 85.12 - стоматологическую практику без госпитализации пациентов, см. 85.13 - деятельность учреждений скорой медицинской помощи, см. 85.14.4|36|Деятельность больничных учреждений широкого профиля и специализированных|1799|85.11|1798
85.11.2|Эта группировка включает: - санаторно - курортную деятельность, связанную с проведением лечения, профилактики и оздоровительных мероприятий на базе лечебно - профилактических учреждений (санаториев, курортов, профилакториев, пансионатов с лечением, санаториев - профилакториев, бальнеологических лечебниц, грязелечебниц, детских санаториев, санаториев для детей с родителями, санаторно - оздоровительных лагерей круглогодичного действия и т.п.) - обеспечение условий пребывания в санаторно - курортных учреждениях (проживания, питания и т.п.)|36|Деятельность санаторно - курортных учреждений|1800|85.11|1798
85.12|Эта группировка включает: - медицинские консультации и лечение в области общей и специальной медицины, предоставляемые врачами общего профиля (терапевтами), врачами - специалистами и хирургами. Эта деятельность может осуществляться в поликлиниках (клиниках для амбулаторных пациентов), а также в порядке частной практики группами врачей - деятельность, осуществляемую в поликлиниках и медпунктах при предприятиях, в школах, домах для престарелых, рабочих и прочих объединениях, а также помощь на дому. Пациенты обычно являются амбулаторными и могут направляться к специалистам врачами общего профиля (терапевтами) - частную консультационную деятельность в больницах Эта группировка не включает: - деятельность среднего (парамедицинского) персонала (акушерок, медсестер и физиотерапевтов - техников - персонала физиотерапевтических кабинетов), см. 85.14.1|36|Врачебная практика|1801|85.1|1797
85.13|Эта группировка включает: - деятельность в области стоматологии общего и специального характера - деятельность в области ортодонтии Эта деятельность может осуществляться в поликлиниках, а также в медпунктах при предприятиях, в школах и т.п., в операционных кабинетах, а также в порядке частной практики Эта группировка не включает: - изготовление искусственных зубов, зубных протезов и протезных приспособлений стоматологами - техниками, если они сами их не устанавливают, см. 33.10.1|36|Стоматологическая практика|1802|85.1|1797
85.14|Эта группировка не включает: - изготовление искусственных зубов, зубных протезов и протезных приспособлений стоматологами - техниками, если они сами их не устанавливают, см. 33.10.1 - контроль качества пищевых продуктов, см. 74.30.2|36|Прочая деятельность по охране здоровья|1803|85.1|1797
85.14.1|Эта группировка включает: - деятельность по охране здоровья человека, осуществляемую не больницами и не врачами, а средним (парамедицинским) персоналом, которому предоставлены юридические права по уходу за пациентами: медсестрами, акушерками, физиотерапевтами - техниками (персоналом физиотерапевтических кабинетов) и другими специалистами в области оптиметрии, гидротерапии, лечебного массажа, трудотерапии, лечения дефектов речи, лечебного ухода за ногами, гомеопатии, мануальной рефлексотерапии, иглоукалывания и т.п. Эти виды деятельности могут осуществляться в лечебных клиниках, действующих при предприятиях, школах, домах для престарелых, рабочих организациях и прочих объединениях, а также в частных консультационных кабинетах, на дому у пациентов и в других местах|36|Деятельность среднего медицинского персонала|1804|85.14|1803
85.14.2|Эта группировка включает: - деятельность вспомогательного стоматологического персонала (зубных врачей - терапевтов, медицинских сестер при школьных стоматологических кабинетах, стоматологов - гигиенистов и т.п.)|36|Деятельность вспомогательного стоматологического персонала|1805|85.14|1803
85.14.3|Эта группировка включает: - деятельность медицинских лабораторий - деятельность банков крови, спермы, органов для трансплантации и т.п.|36|Деятельность медицинских лабораторий|1806|85.14|1803
85.14.4|Эта группировка включает: - деятельность скорой медицинской помощи - перевозку больных санитарно - транспортными средствами|36|Деятельность учреждений скорой медицинской помощи|1807|85.14|1803
85.14.5|-|36|Деятельность учреждений санитарно - эпидемиологической службы|1808|85.14|1803
85.14.6|-|36|Деятельность судебно - медицинской экспертизы|1809|85.14|1803
85.2|-|36|Ветеринарная деятельность|1810|85|1796
85.20|Эта группировка включает: - деятельность, связанную с лечением и контролем за состоянием здоровья сельскохозяйственных животных - деятельность, связанную с лечением и контролем за состоянием здоровья домашних животных - деятельность скорой помощи для животных. Эта деятельность осуществляется квалифицированными ветеринарами в ветеринарных лечебницах, а также при посещении ферм, псарен или приютов для животных, в частных врачебных или операционных кабинетах или в других местах Эта группировка не включает: - деятельность по содержанию животных и уходу за ними без предоставления ветеринарных услуг, см. 01.42|36|Ветеринарная деятельность|1811|85.2|1810
85.3|-|36|Предоставление социальных услуг|1812|85|1796
85.31|Эта группировка включает деятельность, осуществляемую круглосуточно, направленную на оказание социальной помощи детям, престарелым и особым категориям лиц с несколько ограниченными возможностями ухода за собой, но в которой лечение и образование не являются основными элементами: - деятельность приютов для сирот (детских домов, домов ребенка), интернатов и общежитий для детей, круглосуточных яслей, домов для престарелых, домов (интернатов) для лиц с физическими или умственными недостатками, в том числе для слепых, глухих и немых, реабилитационных заведений (без лечения) для наркоманов и алкоголиков, приютов для бездомных, заведений, обеспечивающих уход за матерями - одиночками и их детьми и т.п. Эта группировка не включает: - деятельность по усыновлению (удочерению), см. 85.32 - деятельность по предоставлению временного проживания жертвам стихийных бедствий, см. 85.32|36|Предоставление социальных услуг с обеспечением проживания|1813|85.3|1812
85.32|Эта группировка включает: - предоставление услуг социального характера, консультаций, материальной помощи, помощи беженцам и аналогичных услуг отдельным лицам и семьям на дому или в других местах. Они могут предоставляться государственными службами или частными организациями, оказывающими помощь при стихийных бедствиях, а также национальными и местными организациями взаимопомощи, специалистами, предоставляющими консультационные услуги: - предоставление социальной помощи детям и подросткам и руководство их воспитанием - деятельность по усыновлению (удочерению), деятельность по предотвращению жестокого обращения с детьми и другими лицами - определение права на получение социальной помощи, доплаты за аренду жилья (жилищных субсидий) или продовольственных талонов - посещение престарелых и больных - консультирования по домашнему бюджету, по вопросам брака и семьи - деятельность по предоставлению социальных услуг на местном уровне (в общине или жителям определенной местности) - оказание помощи жертвам стихийных бедствий, беженцам, иммигрантам и т.п., в том числе предоставление им места для временного проживания или жилья на длительный срок - восстановление трудоспособности и подготовку к определенному виду деятельности лиц с физическими или умственными недостатками или безработных, с ограниченным обучением - дневной уход за детьми (детские ясли, сады), в том числе дневной уход за детьми с отклонениями в развитии - дневной уход за взрослыми людьми с физическими или умственными недостатками - дневной приют для бездомных и других социально неблагополучных групп - благотворительную деятельность (сбор средств и т.п.) или другую деятельность по оказанию помощи, связанную с предоставлением социальных услуг - деятельность врачебно - трудовых экспертных комиссий (ВТЭК) Эта группировка не включает: - деятельность, охватываемую программами обязательного социального обеспечения, см. 75.30|36|Предоставление социальных услуг без обеспечения проживания|1814|85.3|1812
РАЗДЕЛ O|-||ПРЕДОСТАВЛЕНИЕ ПРОЧИХ КОММУНАЛЬНЫХ, СОЦИАЛЬНЫХ И ПЕРСОНАЛЬНЫХ УСЛУГ|1815||
90|-||Удаление сточных вод, отходов и аналогичная деятельность|1816|РАЗДЕЛ Q|1874
90.0|-|36|Удаление сточных вод, отходов и аналогичная деятельность|1817|90|1816
90.00|Эта группировка не включает: - обработку вторичного сырья, см. 37 - сбор, очистку и распределение воды, см. 41.00 - строительство и ремонт канализационных систем, см. 45.21.3, 45.21.4|36|Удаление сточных вод, отходов и аналогичная деятельность|1818|90.0|1817
90.00.1|Эта группировка включает обработку жидких отходов: - отвод бытовых сточных вод через канализационную сеть или другими способами, их обработку и удаление - очистку сточных вод методом разбавления, фильтрования, седиментации, химического осаждения, обработки активным илом и другими способами - техническое обслуживание канализационных систем - опорожнение и чистку выгребных ям, отстойников и септиков, обслуживание туалетов с химической стерилизацией - обработку сточных вод плавательных бассейнов - обработку сточных вод промышленных предприятий|36|Удаление и обработка сточных вод|1819|90.00|1818
90.00.2|Эта группировка включает: - сбор мусора, хлама, отбросов и отходов - сбор и удаление строительного мусора - уничтожение отходов методом сжигания или другими способами: измельчение отходов, свалку отходов на земле или в воде, захоронение или запахивание отходов - обработку и уничтожение опасных отходов, включая очистку загрязненной почвы - захоронение радиоактивных отходов Эта группировка не включает: - торговлю отходами и металлическим ломом, см. 51.57|36|Удаление и обработка твердых отходов|1820|90.00|1818
90.00.3|Эта группировка включает: - сбор мусора из мусорных урн в общественных местах и его вывоз - подметание и поливку улиц, дорог, мест стоянки автотранспортных средств и т.п. - очистку от снега и льда улиц, дорог, взлетно - посадочных полос на аэродромах и т.п., в том числе посыпание песком или солью|36|Уборка территории и аналогичная деятельность|1821|90.00|1818
91|-||Деятельность общественных объединений|1822|РАЗДЕЛ Q|1874
91.1|-|36|Деятельность коммерческих, предпринимательских и профессиональных организаций|1823|91|1822
91.11|Эта группировка включает: - деятельность организаций, интересы членов которых сосредоточены на обеспечении развития и процветания предприятий конкретной сферы деятельности, например торговли, сельского хозяйства и др., или на экономическом развитии и экономической обстановке конкретного географического района или административной единицы независимо от направления коммерческой деятельности. Основные виды предоставляемых услуг: распространение информации, представительство в государственных учреждениях, связи с общественностью и переговоры с профсоюзами. Включена деятельность торговых палат, союзов, гильдий и аналогичных организаций|36|Деятельность коммерческих и предпринимательских организаций|1824|91.1|1823
91.12|Эта группировка включает: - деятельность организаций, интересы членов которых сосредоточены на конкретной отрасли знаний или отрасли профессиональной практической деятельности или технической области. Сюда относятся ассоциации специалистов, занимающихся деятельностью в области науки и культуры (писателей, художников, актеров, журналистов и т.п.). Основные виды предоставляемых услуг включают распространение информации, установление критериев оценки практической деятельности и контроль за их соблюдением, представительство в государственных учреждениях и связи с общественностью. Включается деятельность научных обществ|36|Деятельность профессиональных организаций|1825|91.1|1823
91.2|-|36|Деятельность профессиональных союзов|1826|91|1822
91.20|Эта группировка включает: - деятельность ассоциаций, членами которых являются лица наемного труда, заинтересованные, главным образом, в представлении своих интересов по вопросам заработной платы и условий труда, а также в согласованных действиях через организацию. Включается деятельность союзов работников одного предприятия, союзов, объединяющих смежные отрасли, а также союзов работников, объединяющихся по профессиональному, региональному, структурному и другим признакам|36|Деятельность профессиональных союзов|1827|91.2|1826
91.3|-|36|Деятельность прочих общественных объединений|1828|91|1822
91.31|Эта группировка включает: - деятельность религиозных организаций - деятельность мужских и женских монастырей Эта группировка не включает: - деятельность в области образования, осуществляемую этими организациями, см. 80 - деятельность в области здравоохранения, осуществляемую этими организациями, см. 85.1 - предоставление социальных услуг, осуществляемое этими организациями, см. 85.3|36|Деятельность религиозных организаций|1829|91.3|1828
91.32|Эта группировка включает: - деятельность политических организаций и вспомогательных организаций (организаций молодежи, взаимодействующих с политической партией, и др.). Деятельность таких организаций направлена, главным образом, на продвижение членов партии и сочувствующих партии лиц на политические и другие посты с целью оказания влияния на решения, принимаемые органами власти, а также на распространение информации, организацию связи с общественностью, сбор средств и т.п.|36|Деятельность политических организаций|1830|91.3|1828
91.33|Эта группировка включает: - деятельность организаций, не связанных непосредственно с политическими партиями, способствующих решению общественных задач и проблем посредством общественного образования, политического влияния, сбора средств и т.п.: - гражданских инициатив и движений протеста - движений в области защиты окружающей среды и экологии - выступающих в поддержку обществ и образования, не включенных в другие группировки - выступающих в защиту и за улучшение положения особых групп населения, например этнических групп и меньшинств - имеющих патриотические цели, включая объединения ветеранов войны - деятельность групп, объединенных общими интересами (туристских клубов, объединений автомобилистов, обществ потребителей и др.) - деятельность обществ, целью которых является установление социальных контактов (клубов деловых людей, масонских лож и др.) - деятельность ассоциаций молодежи, детских и юношеских организаций, студенческих организаций, клубов, обществ и т.п. - деятельность ассоциаций, создаваемых с целью проведения культурных и развлекательных мероприятий и организации досуга, кроме спорта или игр, например поэтических, литературных клубов, клубов книголюбов, обществ любителей истории, садоводства, клубов кино- и фотолюбителей, клубов любителей музыки, живописи, любителей ремесел, коллекционеров и т.п. - деятельность обществ защиты животных Эта группировка не включает: - деятельность профессиональных организаций, см. 91.12 - организации, осуществляющие деятельность в области искусства и содействующие этой деятельности, см. 92.31|36|Деятельность прочих общественных организаций, не включенных в другие группировки|1831|91.3|1828
92|-||Деятельность по организации отдыха и развлечений, культуры и спорта|1832|РАЗДЕЛ Q|1874
92.1|-|36|Деятельность, связанная с производством, прокатом и показом фильмов|1833|92|1832
92.11|Эта группировка включает: - производство игровых и неигровых фильмов, отснятых на кинопленку, видеоленту или другой технический носитель информации для демонстрации в кинотеатрах или для показа по телевидению. Обычно это производство осуществляется на киностудиях или в специальных лабораториях анимационных (мультипликационных) фильмов. Включаются полнометражные, документальные, короткометражные фильмы и т.п., предназначенные для развлечения публики, рекламы, целей образования и обучения - вспомогательную деятельность (дублирование, монтаж фильмов, обработка кинопленок и т.п.) Эта группировка не включает: - контратипирование фильмов, а также копирование аудио- и видеозаписей с оригинальной матрицы (мастер - копии), см. 22.3 - обработку фотопленок, кроме используемых в кинопромышленности, см. 74.81 - деятельность агентств, см. 74.84 - производство, осуществляемое обычно на телевизионных студиях, см. 92.20 - самостоятельную деятельность актеров, художников - мультипликаторов, режиссеров, консультантов и прочих технических специалистов, см. 92.31|36|Производство фильмов|1834|92.1|1833
92.12|Эта группировка включает: - распространение кино- и видеофильмов среди различных учреждений, но не для широкой публики. Включается продажа или предоставление напрокат фильмов другим учреждениям, а также деятельность, связанная с распространением фильмов (заключение контрактов на прокат фильмов, доставка, хранение и т.п.) - покупку и продажу прав на распространение фильмов Эта группировка не включает: - контратипирование фильмов, а также копирование аудио- и видеозаписей с оригинальной матрицы (мастер - копии), см. 22.3 - розничную торговлю видеокассетами и другими техническими носителями информации, см. 52.12, 52.45.4, 52.62 - прокат видеокассет и записей на других носителях информации для широкой публики, см. 71.40.2|36|Прокат фильмов|1835|92.1|1833
