name,meaning,gender,origin
Rolando,Renowned in the land. Roland was a legendary hero who served Charlemagne.,M,French
Rolando,Renowned in the land. Roland was a legendary hero who served Charlemagne.,M,German
Roldan,Famous,M,Spanish
Roldana,Famous,F,Spanish
Rolf,Red wolf,M,English
Rolf,Wolf counsel.,M,German
Rolfe,Red wolf,M,English
Rollan,Renowned in the land. Roland was a legendary hero who served Charlemagne.,M,English
Rollan,Renowned in the land. Roland was a legendary hero who served Charlemagne.,M,French
Rollan,Renowned in the land. Roland was a legendary hero who served Charlemagne.,M,German
Rolland,Renowned in the land. Roland was a legendary hero who served Charlemagne.,M,English
Rolland,Renowned in the land. Roland was a legendary hero who served Charlemagne.,M,French
Rolland,Renowned in the land. Roland was a legendary hero who served Charlemagne.,M,German
Rollie,Renowned in the land. Roland was a legendary hero who served Charlemagne.,M,English
Rollie,Renowned in the land. Roland was a legendary hero who served Charlemagne.,M,French
Rollie,Renowned in the land. Roland was a legendary hero who served Charlemagne.,M,German
Rollo,Renowned in the land. Roland was a legendary hero who served Charlemagne.,M,English
Rollo,Renowned in the land. Roland was a legendary hero who served Charlemagne.,M,French
Rollo,Renowned in the land. Roland was a legendary hero who served Charlemagne.,M,German
Roma,from Rome,F,Italian
Romain,A Roman,M,French
Romaine,From Rome,F,French
Roman,From Rome,M,Spanish
Romana,From Rome,F,French
Romana,From Rome,F,Spanish
Romanitza,from Rome,F,Romanian
Romano,From Rome,M,Spanish
Romeo,From Rome,M,Spanish
Romhild,Glorious battle maiden,F,German
Romhilda,Glorious battle maiden,F,German
Romhilde,Glorious battle maiden,F,German
Romilda,Glorious battle maiden,F,German
Romilda,glorious battle-maid,F,German
Romilde,Glorious battle maiden,F,German
Romina,From the Christian land,F,Arabian
Romney,From Romney,M,English
Ron,meaning unknown,M,Arthurian
Ron,Rules with counsel. Form of Ronald from Reynold.,M,English
Ron,Song,M,Hebrew
Rona,My joy,F,Hebrew
Ronal,Rules with counsel. Form of Ronald from Reynold.,M,English
Ronald,Mighty or powerful,M,Scottish
Ronald,powerful,M,English
Ronald,Powerful: Rules with counsel. Form of Reynold.,M,English
Ronaldo,Rules with counsel. Form of Ronald.,M,Spanish
Ronan,Little seal,M,Irish
Ronan,Oath,M,Celtic
Ronat,Seal,F,Celtic
Ronce,Combination of Ronan and Grace.,F,Unknown
Rondalyn,Unknown,F,Unknown
Ronell,Rules with counsel. Form of Ronald from Reynold.,M,English
Ronelle,Powerful Seas.,F,Welsh
Rong,Lotus; beautiful; elegant,F,Chinese
Roni,Song,M,Hebrew
Ronia,My joy,F,Hebrew
Ronit,Song,M,Hebrew
Ronli,My joy,F,Hebrew
Ronn,Rules with counsel. Form of Ronald from Reynold.,M,English
Ronnell,Rules with counsel. Form of Ronald from Reynold.,M,English
Ronnie,Rules with counsel. Form of Ronald from Reynold.,M,English
Ronny,Rules with counsel. Form of Ronald from Reynold.,M,English
Ronson,Son of Ronald,M,English
Rook,Raven,M,English
Rooney,Hero,M,Irish
Rooney,red-haired,M,Gaelic
Roosevelt,from the rose field,M,Dutch
Roper,Maker of rope,M,English
Roque,rock,M,Spanish
Rorey,Red. Sixteenth-century rebel chief Rory O'More is celebrated in Irish poetry.,M,Irish
Rori,Brilliant,F,Irish
Rorke,Famous ruler,M,Irish
Rorry,Red. Sixteenth-century rebel chief Rory O'More is celebrated in Irish poetry.,M,Irish
Rory,Red. Sixteenth-century rebel chief Rory O'More is celebrated in Irish poetry.,M,Irish
Rory,ruddy,M,Gaelic
Ros,From the peninsula,M,Scottish
Ros,rose,F,Gaelic
Rosa,Noted protector,F,German
Rosaleen,Variant of Roisin: Little Rose,F,Gaelic
Rosalie,rose,F,Italian
Rosalind,Beautiful,F,Spanish
Rosalinda,Beautiful,F,Spanish
Rosalinde,Beautiful,F,Spanish
Rosamaria,Bitter,F,Spanish
Rosamonde,Rose,F,French
Rosamund,Noted protector,F,German
Rosana,Graceful rose,F,Hebrew
Rosanne,Graceful rose,F,Hebrew
Rosario,Beautiful,F,Spanish
Rosario,Rosary. Refers to devotional prayers honoring Mary.,M,Spanish
Roschelle,,F,Unknown
Rosco,Heathland of the roe deer.,M,English
Roscoe,Heathland of the roe deer.,M,English
Rose,Flower,F,Scottish
Rose,Flower,M,Scottish
Rose,Rose,F,French
Roselin,Red haired,M,French
Roselyn,Red haired,M,French
Rosemaria,Bitter,F,French
Rosemarie,Bitter,F,French
Rosemarie,Bitter,F,Spanish
Rosemarie,bitter rose,F,French
Rosemary,A flower.,F,Latin
Rosemonde,Noted protector,F,German
Rosemunda,Noted protector,F,German
Rosetta,little rose,F,Italian
Roshan,Illumination,M,Sanskrit
Roshan,shining light SALMALIN,M,Hindi
Roshin,Light,M,Hindi
Rosiyn,Beautiful,F,Spanish
Rosiyn,Red haired,M,French
Roslin,Red haired,M,French
Roslyn,red-haired,M,French
Ross,From the peninsula,M,Scottish
Ross,Red. Surname.,M,German
Rosselin,Red haired,M,French
Rosselyn,Red haired,M,French
Rossiter,Red. Surname.,M,German
Rossiter,Red. Surname.,M,Scottish
Rosston,Red. Surname.,M,German
Rosston,Red. Surname.,M,Scottish
Rosswald,horse mighty,M,German
Rostislav,meaning unknown,M,Czechoslovakian
Roswald,Horse mighty,M,German
Roswalt,Horse mighty,M,German
Roswell,Horse mighty,M,German
Roth,Red. Surname.,M,German
Roth,Red. Surname.,M,Scottish
Roth,red-haired,M,German
Rourke,An ancient given name adopted as an Irish clan name. Surname.,M,Irish
Rousse,Red haired,M,French
Roussel,Reddish,M,French
Rousset,Red haired,M,French
Rousskin,Red haired,M,French
Rouvin,Behold a son,M,Hebrew
Roux,Red,F,French
Rover,Wanderer,M,English
Rovere,Wanderer,M,English
Row,Deer,M,English
Row,Red haired,M,Anglo-Saxon
Rowa,Lovely vision.,F,Arabic
Rowan,From the rowan tree,M,English
Rowan,Red haired Surname.,M,Irish
Rowdy,Boisterous. Western nickname.,M,English
Rowe,Red haired,M,Anglo-Saxon
Rowe,Red haired,M,Irish
Rowe,red-haired,M,Anglo
Rowell,From the deer spring,M,English
Rowen,Red haired,M,Irish
Rowena,&quot;White-haired.&quot;,F,Anglo
Rowena,White haired,F,Anglo-Saxon
Rowena,White or comely,F,Celtic
Rowena,white, comely,F,Celtic
Roweson,Rowe's son,M,Anglo
Roweson,Rowe's son,M,Anglo-Saxon
Rowin,Red haired,M,Irish
Rowland,Renowned in the land. Roland was a legendary hero who served Charlemagne.,M,English
Rowland,Renowned in the land. Roland was a legendary hero who served Charlemagne.,M,French
Rowland,Renowned in the land. Roland was a legendary hero who served Charlemagne.,M,German
Rowley,From the rough meadow,M,English
Rowson,Rowe's son,M,Anglo-Saxon
Rowtag,Algonquin name meaning &quot; fire.&quot; SAHALE,M,Native
Rowtag,Fire (Algonquin),M,Native American
Rowyn,Red haired,M,Irish
Roxana,dawn,F,Romanian
Roxane,Dawn,F,French
Roxanna,Dawn,F,Persian
Roxanne,Dawn,F,French
Roxbury,From the raven's fortress,M,English
Roxi,,F,Unknown
Roxy,Unknown,F,Unknown
Roy,red,M,Gaelic
Roy,Red haired,M,Celtic
Roy,Red.,M,Scottish
Roy,red-haired,M,Celtic
Roy,Regal,M,French
Royal,Red.,M,Scottish
Royal,Regal,M,French
Royale,Regal,F,French
Royall,Red.,M,Scottish
Royan,Red-haired: red.,M,Irish
Royce,Famous.,M,German
Royce,Royal,M,English
Royce,son of Roy,M,French
Royden,From the king's hill,M,French
Royden,from the royal hill,M,English
Royns,A Welsh king,M,Arthurian Legend
Royse,Royal,M,English
Rozalia,lily, rose,F,Hungarian
Rozamond,known defender,F,Dutch
Rozene,Rose,F,Native American
Rozhin,The begining of the day,F,Kurdish
Rozmonda,Noted protector,F,German
Rozomund,Noted protector,F,German
R'phael,God's healer,M,Hebrew
Ruadhagan,Red haired,M,Irish
Ruadhan,Name of a saint red haired,M,Irish
Ruadson,Rowe's son,M,Anglo-Saxon
Ruaidhri,Famous ruler red,M,Irish
Ruairidh,famous ruler,M,Gaelic
Ruanaidh,Hero,M,Irish
Ruarc,Famous ruler,M,Irish
Ruark,Famous ruler,M,Irish
Ruben,Behold a son,M,Hebrew
Ruben,See - a son.,M,Spanish
Ruben,,behold a son,M,Hebrew
Rubie,Jewel,F,French
Ruby,Jewel,F,French
Ruck,Raven,M,English
Rudd,Ruddy colored,M,English
Rudd,ruddy-colored,M,English
Ruddy,Ruddy colored,M,English
Rudella,Famous,F,German
Rudelle,famous,F,German
Rudiger,German form of Roger,M,German
Rudo,Shona of Zimbabwe name meaning &quot;love.&quot;,M,African
Rudrani,meaning unknown,F,Indian
Rudy,Abbreviation of Rudolph.,M,English
Rudy,Abbreviation of Rudolph.,M,German
Rudyard,From the rough enclosure,M,English
Rueban,Behold a son,M,Hebrew
Ruelle,Famous wolf,M,French
Rufa,Red haired,F,Spanish
Ruff,Red haired,M,French
Ruffe,Red haired,M,French
Rufford,From the red ford,M,English
Rufina,Red haired,F,Spanish
Rufina,red-haired,F,Italian
Rufio,Red haired,M,Spanish
Rufo,Red haired,M,Spanish
Ruford,From the red ford,M,English
Rugby,From the raven's estate,M,English
Ruhdugeard,From the rough enclosure,M,English
Ruhleah,From the rough meadow,M,English
Rui,Regal,M,French
Rukan,steady; confident,F,Arabic
Rule,Famous wolf,M,French
Ruma,myth name (queen of the apes),F,Indian
Rumford,From the wide ford,M,English
Rune,A rune,M,English
Rune,secret,M,German
Runihura,destroyer,M,Egyptian
Ruodrik,Famous ruler,M,German
Ruomhildi,Glorious battle maiden,F,German
Rupert,Bright fame,M,German
Rupetta,Famous,F,German
Rupette,Famous,F,German
Ruprecht,Bright fame,M,German
Ruqayyah,gentle; daughter of the prophet,F,Arabic
Rusalka,wood sprite,F,Czechoslovakian
Rush,Form of Rufus Red-haired.,M,English
Rush,Red haired,M,French
Rush,rush,M,English
Rushe,Red haired,M,French
Rushford,Lives near the rush ford,M,English
Rushkin,Red haired,M,French
Russ,Form of Rufus Red-haired.,M,English
Russ,Form of Rufus Red-haired.,M,French
Russel,Form of Rufus Red-haired.,M,English
Russel,Form of Rufus Red-haired.,M,French
Russell,Form of Rufus Red-haired.,M,English
Russell,fox,M,Anglo
Russell,Fox,M,Anglo-Saxon
Russell,fox,M,English
Russell,reddish,M,French
Russu,rose,F,Finnish
Rust,Red haired,M,French
Rusty,Nickname for a red-haired person.,M,English
Ruta,Friend,F,Hebrew
Rute,beautiful,F,Finnish
Rutger,German form of Roger,M,German
Rutger,German form of Roger (famous spearman),M,German
Ruth,Friend,F,Hebrew
Rutherford,From the cattle ford,M,English
Ruthie,Fun loving.,F,Canadian
Rutledge,From the red pool,M,English
Rutley,From the root meadow,M,English
Ruwaydah,walking gently,F,Arabic
Ruza,rose,F,Czechoslovakian
Ryan,Kingly.,M,Irish
Ryan,little king,M,Gaelic
Ryann,Little leader,F,Celtic
Ryba,first,M,Czechoslovakian
Rybar,fisherman,M,Czechoslovakian
Ryce,Powerful,M,Anglo-Saxon
Rycroft,From the rye field,M,English
Rydder,Knight,M,English
Ryder,Knight,M,English
Rydge,From the ridge,M,English
Rydia,Rose pettles on still water.,F,Greek
Rye,Island meadow.,M,English
Rye,Island meadow.,M,Irish
Ryeleigh,Variant of Riley.,F,Unknown
Ryen,Kingly.,M,Irish
Ryence,a Welsh king,M,Arthurian
Ryence,A Welsh king,M,Arthurian Legend
Ryenne,To bring home from overseas,F,American
Rygecroft,From the rye field,M,English
Rygeland,From the rye land,M,English
Rygemann,Rye merchant,M,English
Ryker,Fast Strider,M,English
Rylan,Island meadow.,M,English
Rylan,Island meadow.,M,Irish
Ryland,from the rye land,M,English
Ryland,From the rye land Island meadow.,M,English
Ryland,Island meadow.,M,Irish
Rylee,English Meadow. Variant of Riley.,F,Irish
Rylee,English Meadow. Variant of Riley.,M,English
Ryleigh,Island meadow.,M,English
Ryleigh,Island meadow.,M,Irish
Ryley,Island meadow.,M,English
Ryley,Island meadow.,M,Irish
Rylie,Male version of Reilly,F,Irish
Ryman,Rye merchant,M,English
Ryoko,Dragon.,F,Japenese
Ryon,Kingly.,M,Irish
Ryons,A Welsh king,M,Arthurian Legend
Rypan,plunders,M,Anglo
Rypan,Plunders,M,Anglo-Saxon
Rysc,Rush,M,English
Ryscford,Lives near the rush ford,M,English
Ryszard,Powerful ruler,M,German
Ryton,from the\r rye farm,M,English
Ryton,Rygetun - from the rye farm,M,English
Saa,myth name (a nature god),M,Egyptian
Saad,good luck,M,Arabic
Saada,Swahili name meaning &quot;help.&quot;,F,African
Saadya,God's helper,M,Hebrew
Saarah,Princess.,F,Arabic
Saba,from Sheba,F,Greek
Sabah,born in the morning,F,Egyptian
Sabah,morning,F,Arabic
Sabah,morning,M,Arabian
Sabana,Chamoru Spanish, &quot;grass-covered mountain; hilly hilly.&quot; area.,F,Chamoru
Sabana,From the open plain,F,Spanish
Saber,patient,M,Arabian
Saber,Sword,M,French
Sabih,Handsome,M,Arabic
Sabina,A Sabine,F,Spanish
Sabina,Sabine,F,Romanian
Sabino,A Sabine,M,Spanish
Sabir,Patient,M,Arabic
Sabirah,Of great patience,F,Arabic
Sabiya,Morning eastern wind,F,Arabic
Sabola,pepper,M,Egyptian
Sabra,To rest,F,Hebrew
Sabria,Daughter of Cyprus.,F,Unknown
Sabrina,from the border,F,Italian
Sabrina,legendary princess,F,English
Saburo,third son,M,Japanese
Sachi,"Happiness, Blessing and Good Fortune",F,Japenese
Sachiko,child of bliss,F,Japanese
Sachin,Precious,M,Latin
Sachio,fortunately born,M,Japanese
Sacripant,legend name,M,French
Sadaka,Swahili name and Kiswahili word meaning &quot;a religious offering.&quot;,M,African
Sadaqat,meaning unknown,M,Arabic
Sadbh,Good,F,Irish
Sadeek,true friend,M,Arabian
Sadek,truthful,M,Arabian
Sadhbba,Wise,F,Irish
Sadhbh,Wise,F,Irish
Sadie,Princess,F,Hebrew
Sadiki,faithful,M,Egyptian
Sadio,Name from W.African French-speaking countries meaning &quot;pure.&quot;,F,African
Sadiq,Friend,M,Arabic
Sadira,Ostrich running from water,F,Arabic
Sadler,Life will go on and on. Open-minded.,F,Unknown
Saebeorht,Glory at sea,M,English
Sa'eed,happy,M,Arabic
Saeger,Seaman,M,English
Saelac,Blessed,M,German
Saelig,From the happy meadow,M,English
Saewald,Sea powerful,M,English
Saeweard,Sea guardian,M,English
Safa,Innocent,F,Arabic
Safa,innocent; pure; serene,F,Arabic
Saffi,wise,F,Danish
Saffire,meaning unknown,M,Arthurian
Safford,From the willow ford,M,English
Safia, S,Swahili and Arabic name meaning &quot;pure and wise&quot; or &quot;lion's share.&quot;,F,African
Safin,"small name of Islamic Prophet, Muhammad SAW",M,Arabic
Safiwah,Tranquil,F,Arabic
Safiy,best friend,M,Arabic
Safiya,pure,F,Egyptian
Safiya,Swahili and Arabic name meaning &quot;pure and wise&quot; or &quot;lion's share.&quot;,F,African
Safiya,Unknown,F,African
Safiyeh,Swahili and Arabic name meaning &quot;pure and wise&quot; or &quot;lion's share.&quot;,F,African
Safiyyah,tranquil; untroubled,F,Arabic
Safwan,rocks,M,Arabic
Sagar,Wise one. Surname.,M,English
Sage,Wise one.,M,English
Sage,Wise one.,M,French
Saghir,Short,M,Arabic
Sagira,little one,F,Egyptian
Sagirah,Little one,F,Arabic
Sagramour,a knight,M,Arthurian
Sagramour,A knight,M,Arthurian Legend
Sagremor,A knight,M,Arthurian Legend
Sahak,Armenian form of Isaac (laughs),M,Armenian
Sahale,Falcon,M,Native American
Sahar,Awakening,F,Arabic
Sahara,,F,Arabic
Sahir,Wakeful,M,Arabic
Sahkyo,Navajo name meaning &quot; mink.&quot;,F,Native
Sahlah,smooth; soft; flowing,F,Arabic
Sahran,awake,M,Arabian
Saida,Swahili name meaning &quot;helper.&quot;,F,African
Saidah,Fortunate,F,Arabic
Saidie,"Courteous,faithful.",F,Unknown
Saige,"Wise, healthy.",F,Latin
Saihah,good; useful,F,Arabic
Saina,Princess,F,Greek
Sajid,one who worships God,M,Arabic
Sakari,sweet,F,Indian
Sakeri,Remembered by God,M,Hebrew
Sakhmet,myth name (goddess worshiped in Memphis, lioness),F,Egyptian
Sakima,King,M,Native American
Sakinah,God-inspired peace of mind; tranquility,F,Arabic
Sakr,eagle,M,Arabian
Sakra,from India,F,Indian
Sakujna,bird,F,Indian
Sakura,Cherry Blossom.,F,Japan
Sakura,cherry blossoms,F,Japanese
Sal,Savior. Diminutive of Salvador.,M,Spanish
Salah,righteousness,M,Arabic
Salah Al Din,righteousness of the Faith,M,Arabic
Salali,Cherokee name meaning &quot;squirrel.&quot;,F,Native
Salali,Squirrel (Cherokee),F,Native American
Salama,peaceful,F,Egyptian
Salama,Swahili and Muslim name meaning &quot;peace, safety.&quot;,F,African
Salamon,Peaceful,M,Hebrew
Salbatora,Savior,F,Spanish
Salbatore,Savior,M,Spanish
Saleem,Peaceful.,M,Arabic
Saleh,good; right,M,Arabic
Salem,Peace,M,Arabic
Salem,Peace. Biblical name of ancient city later identified with Jerusalem.,M,Hebrew
Salford,From the willow ford,M,English
Salhdene,From the willow valley,M,English
Salhford,From the willow ford,M,English
Salhtun,Lives near the willow farm,M,English
Salih,upright,M,Egyptian
Salihah,agreeable,F,Egyptian
Salihah,correct; agreeable,F,Arabic
Salim,Peace,M,Arabic
Salim,Swahili name meaning &quot;peace.&quot;,M,African
Salim,whole; flawless; peace,M,Arabic
Salimah,peace; flawless; safe; healthy,F,Arabic
Salisbury,from the fortified keep,M,English
Sallie,Princess,F,Hebrew
Sallsbury,From the fortified keep,M,English
Sally,Princess,F,Hebrew
Salma,Ambitious,F,Spanish
Salma,peaceful,F,Arabic
Salma,Swahili and Muslim name meaning &quot;peace, safety.&quot;,F,African
Salman,safe,M,Arabic
Salmoneus,myth name (during Trojan War, pretended to be Zeus),M,Greek
Saloma,Tranquil,F,Hebrew
Salome,tranquil,F,Hebrew
Salomeaexl,Tranquil,F,Hebrew
Salomon,Peace. Variant of Shalom.,M,Spanish
Salton,Lives near the willow farm,M,English
Salvador,Savior.,M,Spanish
Salvadora,Savior,F,Spanish
Salvadore,Savior,M,Spanish
Salvatora,Savior,F,Spanish
Salvatore,Savior,M,Spanish
Salvino,Savior. Diminutive of Salvador.,M,Spanish
Salwa,solace; quail,F,Arabic
Samah,generosity,F,Arabic
Samantha,listener,F,Aramaic
Samantha,name of God,F,Hebrew
Samar,Conversations at night,F,Arabic
Samara,Protected by God,F,Hebrew
Samarah,"Mountain, outlook, ruled by god.",F,Hebrew
Sameh,Forgiver,F,Arabic
Sameh,forgiver,M,Arabic
Sami,All hearing,M,Arabic
Sami,all hearing; high; exalted,M,Arabic
Samihah,generous,F,Arabic
Samir,entertaining companion,M,Arabic
Samira,woman who entertains,F,Arabic
Samirah,Woman who entertains,F,Arabic
Samiyah,elevated; exhalted,F,Arabic
Samman,Grocer,M,Arabic
Sammy Jo,Sammy means name of God. Jo is an abbreviation of names like Joanna and Josephin. Also used as a prefix in compound names like Jobeth and Jolisa.,F,"hebrew,english"
Sammy-Jo,,F,Unknown
Samoanna,Princess,F,American Samoa
Samoel,Name of God. Biblical prophet and judge who anointed Saul and David as kings of Israel. Sami: (Arabic) honored,M,Hebrew
Sampson,The sun. Biblical Samson was given superhuman strength by God.,M,Hebrew
Samson,bright sun,M,Hebrew
Samuel,asked of God,M,Hebrew
Samuela,Asked of God,F,Hebrew
Samuka,God hears,M,Hungarian
Samvarta,myth name (a mare),F,Indian
Sana',brilliance; to gaze or look,F,Arabic
Sanaa,"Work of Art, Beauty.",F,Swahili
Sanayah,Eminent or Prominent.,F,Unknown
Sanborn,From the sandy brook,M,English
Sanbourne,From the sandy brook,M,English
Sancha,Holy,F,Spanish
Sancho,Saint.,M,Spanish
Sancia,holy,F,Italian
Sancia,Holy,F,Spanish
Sanda,Variant of Alexandra, &quot;defender of mankind.&quot;,F,Romanian
Sanders,Alexander's son,M,English
Sanders,defender of man,M,Greek
Sanderson,Alexander's son,M,English
Sandhya,twilight,F,Indian
Sandi,"Defender, helper of all men.",F,Greek
Sandon,From the sandy hill,M,English
Sandor,defender of man,M,Hungarian
Sandor,Defender of mankind.,M,Hungarian
Sandra,Defender of mankind. Feminine of Alexander.,F,English
Sandra,protector of man,F,Greek
Sandu,defender of mankind,M,Romanian
Sandy,Abbreviation of Alexander defender of man.,M,English
Sandy,Abbreviation of Alexander defender of man.,M,Scottish
Sanersone,Alexander's son,M,English
Sanford,From the sandy ford,M,English
Sang,bright,M,Vietnamese
Sang,looking or behaving like people of upper classes (also a boy's name),F,Vietnamese
Sani,Navajo name meaning &quot; the old one.&quot;,M,Native
Sani,The old one (Navajo),M,Native American
Saniiro,praise; admirable,M,Japanese
Saniyah,"Resplendence, brillance.",F,Arabic
Sanjna,conscientious,F,Indian
Sankalp,Taking a pledge. related to worship,M,Hindu
Sanora,,F,Unknown
Sanson,The sun's man,M,Hebrew
Santiago,Named for Saint James,M,Spanish
Santon,From the sandy farm,M,English
Santos,Saint,M,Spanish
Sanura,kitten,F,Egyptian
Sanura,Swahili name meaning &quot;kitten-like.&quot;,F,African
Sanuye,Miwok name meaning &quot; red cloud at sundown.&quot; SATINKA,F,Native
Sanya,born on Sunday,F,Indian
Sanya,To dream,F,Russian-Yugoslavian
Sapphira,Beautiful,F,Hebrew
Sapphira,jewel,F,Greek
Sapphire,Beautiful,F,Hebrew
Saqr,Falcon,M,Arabic
Sar,pain,M,Anglo
Sar,Pain,M,Anglo-Saxon
Sara,Arabic form of Sarah,F,Arabic
Sara,from Sarah in the Bible (princess),F,Arabic
Sara,Princess,F,Hebrew
Sara,Princess,F,Spanish
Sara,soul,F,Indian
Sarah,Princess,F,Hebrew
Sarai,Argumentative,F,Hebrew
Saraid,Excellent,F,Irish
Sarajane,,F,Unknown
Sarama,quick,F,Indian
Saran,Guinea and Cote D'Ivoire name meaning &quot;joy.&quot;,F,African
Sargent,A squire,M,French
Sarika,princess,F,Hungarian
Sarina,Variant of Sara and Serene. serene. Calm.,F,Unknown
Sarisha,Sophisticated,F,Hindu
Sarita,Princess,F,Hebrew
Sarita,Princess,F,Spanish
Sariyah,clouds at night,M,Arabic
Sarlic,Pain,M,Anglo-Saxon
Sarohildi,Armored battle maiden,F,German
Sarpedon,myth name (killed by Patroclus during the Trojan War),M,Greek
Sarsa Dengel,Ethiopian name meaning &quot;penetration by osmosis.&quot;,M,African
Sarsour,Bug,M,Arabic
Sarsoureh,Bug,F,Arabic
Sasha,Defender of mankind. Feminine of Alexander.,F,English
Sasha,Helper and defender or protector of mankind.,M,Slavic
Saskia,meaning unknown,F,Dutch
Saskia,Protector of Mankind.,F,Slavic
Sasson,Joy,M,Hebrew
Sati,true,F,Indian
Sativola,Name of a saint,M,Celtic
Satordi,Saturn,M,French
Satu,sugar,F,Japanese
Saturnin,Gift of Saturn,M,Spanish
Saturnina,Gift of Saturn,F,Spanish
Saud,fortunate,M,Arabic
Sauda,Swahili name meaning &quot;black-skinned.&quot;,F,African
Saul,Asked for,M,Spanish
Saul,Asked: inquired of God. The Hebrew name of the Apostle Paul.,M,Hebrew
Saul,longed for,M,Hebrew
Saumya,"Soft natured, gentle.",F,Indian
Saunders,Alexander's son,M,English
Saunderson,Alexander's son,M,English
Saura,of the Saura,F,Indian
Sauville,From the willow farm,M,French
Savanna,From the open plain,F,Spanish
Savannah,From the open plain,F,Spanish
Savarna,same color,F,Indian
Saveage,sister of Lyones,F,Arthurian
Saveage,Sister of Lyones,F,Arthurian Legend
Saville,From the willow farm,M,French
Savitari,myth name (daughter of Ashvapati),F,Indian
Sawsan,lily of the valley,F,Arabic
Sawyer,Cuts timber,M,Celtic
Sawyer,saws wood,M,English
Sawyere,Saws wood,M,English
Sawyers,Son of Sawyer,M,English
Saxan,Sword,M,English
Saxon,Sword,M,English
Saxona,"A Saxon, one of the sword people.",F,English
Saxona,a Saxon,F,English
Saxonia,A Saxon,F,English
Saxons,A Saxon,F,English
Sayad,hunter,M,Arabian
Sayda,Super lucky,F,Spanish
Saylor,,M,Unknown
Sayyar,meaning unknown,M,Arabic
Sayyid,Master,M,Arabic
Sbtinka,Magical dancer,F,Native American
Scadwiella,From the shed spring,M,English
Scaffeld,From the crooked field,M,English
Scand,disgrace,M,Anglo
Scand,Disgrace,M,Anglo-Saxon
Scandleah,From the loud meadow,M,English
Scandy,Boisterous,M,English
Scanlan,Scandal,M,Irish
Scanlon,Scandal,M,Irish
Scannalan,Scandal,M,Irish
Scarlet,Red,F,English
Scarlett,Red,F,English
Scead,shade,M,Anglo
Scead,Shade,M,Anglo-Saxon
Sceadu,Shade,M,Anglo-Saxon
Sceapleigh,From the sheep meadow,M,English
Sceley,From the happy meadow,M,English
Scelflesh,From the edge meadow,F,English
Scelftun,From the ledge farm,M,English
Sceotend,archer,M,Anglo
Sceotend,Archer,M,Anglo-Saxon
Schaddoc,Shad fish,M,English
Schaeffer,Steward.,M,German
Schaffer,Steward.,M,German
Schlomit,Tranquil,F,Hebrew
Schmaiah,God hears,M,Hebrew
Schmuel,Asked of God,M,Hebrew
Schuyler,shelter,M,Dutch
Sciiti,Legendary messenger of Arthur,M,Celtic
Scilti,legend name (messenger of Arthur),M,Celtic
Scirloc,Blond,M,English
Scirwode,From the bright forest,M,English
Sciymgeour,Fighter,M,Scottish
Scolaighe,Herald,M,Irish
Scot,From Scotland: a Gael. Diminutive of Scott.,M,English
Scot,Wanderer,M,Scottish
Scota,Scotland,F,Irish
Scotia,,F,Scotland
Scotlyn,Proper,F,Scottish
Scott,from Scotland,M,English
Scott,From Scotland: a Gael. Surname.,M,English
Scott,Wanderer,M,Scottish
Scottas,From Scotland,M,English
Scottie,From Scotland: a Gael. Diminutive of Scott.,M,English
Scottie,From Scotland: a Gael. Diminutive of Scott.,M,Scottish
Scottroc,,M,Unknown
Scotty,From Scotland: a Gael. Diminutive of Scott.,M,English
Scotty,From Scotland: a Gael. Diminutive of Scott.,M,Scottish
Scoville,meaning unknown,M,French
Scowyrhta,shoemaker,M,Anglo
Scowyrhta,Shoemaker,M,Anglo-Saxon
Scrydan,clothes,M,Anglo
Scrydan,Clothes,M,Anglo-Saxon
Scully,Herald,M,Irish
Scully,town crier,M,Gaelic
Scur,storm,M,Anglo
Scur,Storm,M,Anglo-Saxon
Scylla,myth name (a sea monster),F,Greek
Seabert,Glory at sea,M,English
Seabright,Glory at sea,M,English
Seabroc,From the brook by the sea,M,English
Seabrook,From the brook by the sea,M,English
Seaburt,Glory at sea,M,English
Seadon,From the hill by the sea,M,English
Seafra,Peace from God,M,Irish
Seafraid,Peace from God,M,Irish
Seager,Seaman,M,English
Seaghda,Majestic,M,Irish
Sealey,From the happy meadow,M,English
Seamere,tailor,M,Anglo
Seamere,Tailor,M,Anglo-Saxon
Seamus,Form of James supplanter.,M,Irish
Sean,Gift from God. Form of John from the French Jean.,M,Irish
Seana,gift from God,F,Gaelic
Seana,Present,F,Irish
Seanachan,Wise one,M,Irish
Seanan,Gift from God,M,Hebrew
Seanan,Little old wise one,M,Irish
Seanan,,gift from God,M,Hebrew
Seanlaoch,Old hero,M,Irish
Seanna,Gods generosity.,F,Hebrew
Searbhreathach,Judicious,M,Irish
Searlait,Feminine form of Charles mannish,F,Irish
Searlait,Tiny and womanly,F,French
Searlas,Manly,M,French
Searle,Manly,M,French
Searlus,Manly,M,French
Seaton,from Sai's estate,M,Anglo
Seaton,From Sai's estate,M,Anglo-Saxon
Seaton,From the farm by the sea,M,English
Seaver,fierce stronghold,M,Anglo
Seaver,Fierce stronghold,M,Anglo-Saxon
Seaward,Sea guardian,M,English
Seb,myth name (god of the earth),M,Egyptian
Sebak,myth name (companion of Set),M,Egyptian
Sebastene,adored,F,Greek
Sebastian,,M,Greek
Sebastian,revered,M,Greek
